congress;district;state;party;name;dwnom1;dwnom2
 99;13;ILLINOI;Republican;FAWELL; 0,280;-0,339
 99;14;ILLINOI;Republican;GROTBERG; 0,390;-0,236
 99;15;ILLINOI;Republican;MADIGAN  E; 0,258;-0,406
 99;16;ILLINOI;Republican;MARTIN  L; 0,306;-0,657
 99;17;ILLINOI;Democrat;EVANS  L;-0,464;-0,286
 99;18;ILLINOI;Republican;MICHEL  R; 0,343;-0,154
 99;19;ILLINOI;Democrat;BRUCE;-0,268; 0,015
 99;20;ILLINOI;Democrat;DURBIN  D;-0,251;-0,697
 99;21;ILLINOI;Democrat;PRICE  M;-0,399; 0,668
 99;22;ILLINOI;Democrat;GRAY  K;-0,416; 0,609
 99; 1;INDIANA;Democrat;VISCLOSKY;-0,381; 0,263
 99; 2;INDIANA;Democrat;SHARP  P;-0,173;-0,267
 99; 3;INDIANA;Republican;HILER  J; 0,382;-0,311
 99; 4;INDIANA;Republican;COATS  D; 0,294;-0,242
 99; 5;INDIANA;Republican;HILLIS  E; 0,212; 0,088
 99; 6;INDIANA;Republican;BURTON  D; 0,610; 0,041
 99; 7;INDIANA;Republican;MYERS  J; 0,233; 0,350
 99; 8;INDIANA;Democrat;MCCLOSKEY;-0,299; 0,110
 99; 9;INDIANA;Democrat;HAMILTON  L;-0,166; 0,004
 99;10;INDIANA;Democrat;JACOBS  A;-0,089;-1,015
 99; 1;IOWA;Republican;LEACH  J; 0,123;-0,796
 99; 2;IOWA;Republican;TAUKE  T; 0,233;-0,723
 99; 3;IOWA;Republican;EVANS  C; 0,225;-0,974
 99; 4;IOWA;Democrat;SMITH  N;-0,310; 0,234
 99; 5;IOWA;Republican;LIGHTFOOT; 0,362;-0,545
 99; 6;IOWA;Democrat;BEDELL  B;-0,290;-0,471
 99; 1;KANSAS;Republican;ROBERTS  P; 0,389;-0,406
 99; 2;KANSAS;Democrat;SLATTERY  J;-0,075;-0,044
 99; 3;KANSAS;Republican;MEYERS; 0,174;-0,341
 99; 4;KANSAS;Democrat;GLICKMAN  D;-0,138;-0,131
 99; 5;KANSAS;Republican;WHITTAKER; 0,324;-0,357
 99; 1;KENTUCK;Democrat;HUBBARD  C;-0,030; 0,587
 99; 2;KENTUCK;Democrat;NATCHER  W;-0,315; 0,607
 99; 3;KENTUCK;Democrat;MAZZOLI  R;-0,186; 0,061
 99; 4;KENTUCK;Republican;SNYDER  M; 0,200; 0,375
 99; 5;KENTUCK;Republican;ROGERS  H; 0,292; 0,027
 99; 6;KENTUCK;Republican;HOPKINS  L; 0,320;-0,221
 99; 7;KENTUCK;Democrat;PERKINS;-0,558; 0,830
 99; 1;LOUISIA;Republican;LIVINGSTON; 0,304; 0,164
 99; 2;LOUISIA;Democrat;BOGGS  C;-0,359; 0,589
 99; 3;LOUISIA;Democrat;TAUZIN  W; 0,020; 0,582
 99; 4;LOUISIA;Democrat;ROEMER  C; 0,149;-0,411
 99; 5;LOUISIA;Democrat;HUCKABY  J;-0,012; 0,583
 99; 6;LOUISIA;Republican;MOORE  W; 0,197; 0,159
 99; 7;LOUISIA;Democrat;BREAUX  J; 0,001; 0,546
 99; 8;LOUISIA;Democrat;LONG  C;-0,336; 0,372
 99; 1;MAINE;Republican;MCKERNAN  J; 0,101;-0,658
 99; 2;MAINE;Republican;SNOWE  O; 0,081;-0,468
 99; 1;MARYLAN;Democrat;DYSON  R;-0,110; 0,576
 99; 2;MARYLAN;Republican;BENTLEY; 0,246;-0,359
 99; 3;MARYLAN;Democrat;MIKULSKI  B;-0,374;-0,115
 99; 4;MARYLAN;Republican;HOLT  M; 0,304; 0,082
 99; 5;MARYLAN;Democrat;HOYER  S;-0,385; 0,262
 99; 6;MARYLAN;Democrat;BYRON  B;-0,029; 0,610
 99; 7;MARYLAN;Democrat;MITCHELL  P;-0,560;-1,497
 99; 8;MARYLAN;Democrat;BARNES  M;-0,356;-0,482
 99; 1;MASSACH;Republican;CONTE  S;-0,083;-0,627
 99; 2;MASSACH;Democrat;BOLAND  E;-0,348; 0,103
 99; 3;MASSACH;Democrat;EARLY  J;-0,260;-0,366
 99; 4;MASSACH;Democrat;FRANK  B;-0,479;-0,520
 99; 5;MASSACH;Democrat;ATKINS;-0,419;-0,290
 99; 6;MASSACH;Democrat;MAVROULES;-0,334; 0,021
 99; 7;MASSACH;Democrat;MARKEY  E;-0,469;-0,464
 99; 9;MASSACH;Democrat;MOAKLEY  J;-0,419;-0,013
 99;10;MASSACH;Democrat;STUDDS  G;-0,452;-0,565
 99;11;MASSACH;Democrat;DONNELLY  B;-0,280;-0,012
 99; 1;MICHIGA;Democrat;CONYERS  J;-0,669;-0,601
 99; 2;MICHIGA;Republican;PURSELL  C; 0,097;-0,472
 99; 3;MICHIGA;Democrat;WOLPE  H;-0,383;-0,429
 99; 4;MICHIGA;Republican;SILJANDER; 0,371;-0,108
 99; 5;MICHIGA;Republican;HENRY; 0,238;-0,678
 99; 6;MICHIGA;Democrat;CARR  B;-0,264;-0,323
 99; 7;MICHIGA;Democrat;KILDEE  D;-0,374;-0,163
 99; 8;MICHIGA;Democrat;TRAXLER  B;-0,346; 0,220
 99; 9;MICHIGA;Republican;VANDERJAGT; 0,251;-0,095
 99;10;MICHIGA;Republican;SCHUETTE; 0,257;-0,400
 99;11;MICHIGA;Republican;DAVIS  R; 0,082;-0,108
 99;12;MICHIGA;Democrat;BONIOR  D;-0,546;-0,056
 99;13;MICHIGA;Democrat;CROCKETT  G;-0,653;-0,460
 99;14;MICHIGA;Democrat;HERTEL  D;-0,324;-0,209
 99;15;MICHIGA;Democrat;FORD  W;-0,517; 0,161
 99;16;MICHIGA;Democrat;DINGELL  J;-0,431; 0,392
 99;17;MICHIGA;Democrat;LEVIN  S;-0,374;-0,125
 99;18;MICHIGA;Republican;BROOMFIELD; 0,233;-0,091
 99; 1;MINNESO;Democrat;PENNY  T;-0,078;-0,657
 99; 2;MINNESO;Republican;WEBER  V; 0,351;-0,576
 99; 3;MINNESO;Republican;FRENZEL  B; 0,332;-0,734
 99; 4;MINNESO;Democrat;VENTO  B;-0,462;-0,334
 99; 5;MINNESO;Democrat;SABO  M;-0,513;-0,616
 99; 6;MINNESO;Democrat;SIKORSKI  G;-0,237;-0,950
 99; 7;MINNESO;Republican;STANGELAND; 0,322;-0,264
 99; 8;MINNESO;Democrat;OBERSTAR  J;-0,550; 0,239
 99; 1;MISSISS;Democrat;WHITTEN  J;-0,265; 0,892
 99; 2;MISSISS;Republican;FRANKLIN  W; 0,282; 0,285
 99; 3;MISSISS;Democrat;MONTGOMERY; 0,014; 0,997
 99; 4;MISSISS;Democrat;DOWDY  W;-0,259; 0,832
 99; 5;MISSISS;Republican;LOTT  T; 0,400; 0,077
 99; 1;MISSOUR;Democrat;CLAY  W;-0,555;-0,858
 99; 2;MISSOUR;Democrat;YOUNG  R;-0,281; 0,486
 99; 3;MISSOUR;Democrat;GEPHARDT  R;-0,370; 0,293
 99; 4;MISSOUR;Democrat;SKELTON  I;-0,131; 0,784
 99; 5;MISSOUR;Democrat;WHEAT  A;-0,488;-0,573
 99; 6;MISSOUR;Republican;COLEMAN  E; 0,241;-0,265
 99; 7;MISSOUR;Republican;TAYLOR  G; 0,298; 0,456
 99; 8;MISSOUR;Republican;EMERSON  B; 0,327;-0,252
 99; 9;MISSOUR;Democrat;VOLKMER  H;-0,181; 0,363
 99; 1;MONTANA;Democrat;WILLIAMS  P;-0,296;-0,160
 99; 2;MONTANA;Republican;MARLENEE  R; 0,376;-0,226
 99; 1;NEBRASK;Republican;BEREUTER  D; 0,199;-0,359
 99; 2;NEBRASK;Republican;DAUB  H; 0,354;-0,335
 99; 3;NEBRASK;Republican;SMITH  V; 0,210; 0,074
 99; 1;NEVADA;Democrat;REID  H;-0,262; 0,309
 99; 2;NEVADA;Republican;VUCANOVICH; 0,438;-0,196
 99; 1;NEW HAM;Republican;SMITH  RC; 0,559;-0,642
 99; 2;NEW HAM;Republican;GREGG  J; 0,402;-0,634
 99; 1;NEW JER;Democrat;FLORIO  J;-0,316;-0,075
 99; 2;NEW JER;Democrat;HUGHES  W;-0,156;-0,194
 99; 3;NEW JER;Democrat;HOWARD  J;-0,455; 0,100
 99; 4;NEW JER;Republican;SMITH  C; 0,053;-0,113
 99; 5;NEW JER;Republican;ROUKEMA  M; 0,108;-0,654
 99; 6;NEW JER;Democrat;DWYER  B;-0,381; 0,115
 99; 7;NEW JER;Republican;RINALDO  M; 0,022;-0,292
 99; 8;NEW JER;Democrat;ROE  R;-0,321; 0,223
 99; 9;NEW JER;Democrat;TORRICELLI;-0,283;-0,019
 99;10;NEW JER;Democrat;RODINO  P;-0,528;-0,155
 99;11;NEW JER;Republican;GALLO; 0,207;-0,437
 99;12;NEW JER;Republican;COURTER  J; 0,231;-0,471
 99;13;NEW JER;Republican;SAXTON; 0,176;-0,305
 99;14;NEW JER;Democrat;GUARINI  F;-0,295; 0,022
 99; 1;NEW MEX;Republican;LUJAN  M; 0,259; 0,019
 99; 2;NEW MEX;Republican;SKEEN  J; 0,296; 0,009
 99; 3;NEW MEX;Democrat;RICHARDSON;-0,305; 0,283
 99; 1;NEW YOR;Republican;CARNEY  W; 0,282;-0,179
 99; 2;NEW YOR;Democrat;DOWNEY  T;-0,399;-0,298
 99; 3;NEW YOR;Democrat;MRAZEK  R;-0,313;-0,242
 99; 4;NEW YOR;Republican;LENT  N; 0,167;-0,164
 99; 5;NEW YOR;Republican;MCGRATH  R; 0,170;-0,416
 99; 6;NEW YOR;Democrat;ADDABBO  J;-0,526;-0,008
 99; 6;NEW YOR;Democrat;WALDON  A;-0,501; 0,206
 99; 7;NEW YOR;Democrat;ACKERMAN  G;-0,469;-0,221
 99; 8;NEW YOR;Democrat;SCHEUER  J;-0,466;-0,206
 99; 9;NEW YOR;Democrat;MANTON;-0,389; 0,409
 99;10;NEW YOR;Democrat;SCHUMER  C;-0,373;-0,406
 99;11;NEW YOR;Democrat;TOWNS  E;-0,561;-0,217
 99;12;NEW YOR;Democrat;OWENS  M;-0,594;-0,456
 99;13;NEW YOR;Democrat;SOLARZ  S;-0,423;-0,176
 99;14;NEW YOR;Republican;MOLINARI  G; 0,221;-0,449
 99;15;NEW YOR;Republican;GREEN  S;-0,063;-0,639
 99;16;NEW YOR;Democrat;RANGEL  C;-0,542;-0,372
 99;17;NEW YOR;Democrat;WEISS  T;-0,592;-0,668
 99;18;NEW YOR;Democrat;GARCIA  R;-0,557;-0,268
 99;19;NEW YOR;Democrat;BIAGGI  M;-0,331; 0,227
 99;20;NEW YOR;Republican;DIOGUARDI; 0,191;-0,424
 99;21;NEW YOR;Republican;FISH  H; 0,045;-0,351
 99;22;NEW YOR;Republican;GILMAN  B; 0,020;-0,414
 99;23;NEW YOR;Democrat;STRATTON  S;-0,094; 0,544
 99;24;NEW YOR;Republican;SOLOMON  G; 0,452;-0,407
 99;25;NEW YOR;Republican;BOEHLERT  S; 0,011;-0,697
 99;26;NEW YOR;Republican;MARTIN  D; 0,208;-0,157
 99;27;NEW YOR;Republican;WORTLEY  G; 0,179;-0,045
 99;28;NEW YOR;Democrat;MCHUGH  M;-0,360;-0,156
 99;29;NEW YOR;Republican;HORTON  F;-0,019;-0,291
 99;30;NEW YOR;Republican;ECKERT  F; 0,393; 0,330
 99;31;NEW YOR;Republican;KEMP  J; 0,276;-0,059
 99;32;NEW YOR;Democrat;LAFALCE  J;-0,331; 0,103
 99;33;NEW YOR;Democrat;NOWAK  H;-0,330;-0,059
 99;34;NEW YOR;Democrat;LUNDINE  S;-0,304;-0,241
 99; 1;NORTH C;Democrat;JONES  W;-0,361; 0,880
 99; 2;NORTH C;Democrat;VALENTINE;-0,083; 0,584
 99; 3;NORTH C;Democrat;WHITLEY  C;-0,185; 0,780
 99; 4;NORTH C;Republican;COBEY; 0,441;-0,272
 99; 5;NORTH C;Democrat;NEAL  S;-0,146; 0,151
 99; 6;NORTH C;Republican;COBLE; 0,476;-0,003
 99; 7;NORTH C;Democrat;ROSE  C;-0,314; 0,642
 99; 8;NORTH C;Democrat;HEFNER  W;-0,232; 0,653
 99; 9;NORTH C;Republican;MCMILLAN; 0,266;-0,068
 99;10;NORTH C;Republican;BROYHILL  J; 0,258;-0,030
 99;11;NORTH C;Republican;HENDON  B; 0,301;-0,106
 99; 1;NORTH D;Democrat;DORGAN  B;-0,198;-0,271
 99; 1;OHIO;Democrat;LUKEN  T;-0,187;-0,002
 99; 2;OHIO;Republican;GRADISON  B; 0,198;-0,252
 99; 3;OHIO;Democrat;HALL  T;-0,281; 0,070
 99; 4;OHIO;Republican;OXLEY  M; 0,350;-0,053
 99; 5;OHIO;Republican;LATTA  D; 0,401;-0,109
 99; 6;OHIO;Republican;MCEWEN  B; 0,319; 0,120
 99; 7;OHIO;Republican;DEWINE  M; 0,341;-0,304
 99; 8;OHIO;Republican;KINDNESS  T; 0,363;-0,103
 99; 9;OHIO;Democrat;KAPTUR  M;-0,310; 0,145
 99;10;OHIO;Republican;MILLER  C; 0,372;-0,362
 99;11;OHIO;Democrat;ECKART  D;-0,240;-0,234
 99;12;OHIO;Republican;KASICH  J; 0,261; 0,112
 99;13;OHIO;Democrat;PEASE  D;-0,314;-0,316
 99;14;OHIO;Democrat;SEIBERLING;-0,508;-0,472
 99;15;OHIO;Republican;WYLIE  C; 0,193;-0,067
 99;16;OHIO;Republican;REGULA  R; 0,181;-0,190
 99;17;OHIO;Democrat;TRAFICANT;-0,307;-0,187
 99;18;OHIO;Democrat;APPLEGATE;-0,109; 0,205
 99;19;OHIO;Democrat;FEIGHAN  E;-0,276;-0,243
 99;20;OHIO;Democrat;OAKAR  M;-0,390; 0,089
 99;21;OHIO;Democrat;STOKES  L;-0,570;-0,276
 99; 1;OKLAHOM;Democrat;JONES  J;-0,095; 0,214
 99; 2;OKLAHOM;Democrat;SYNAR  M;-0,290; 0,000
 99; 3;OKLAHOM;Democrat;WATKINS  W;-0,140; 0,793
 99; 4;OKLAHOM;Democrat;MCCURDY  D;-0,106; 0,407
 99; 5;OKLAHOM;Republican;EDWARDS  M; 0,365;-0,063
 99; 6;OKLAHOM;Democrat;ENGLISH  G;-0,022; 0,644
 99; 1;OREGON;Democrat;AUCOIN  L;-0,249;-0,425
 99; 2;OREGON;Republican;SMITH  R; 0,331;-0,214
 99; 3;OREGON;Democrat;WYDEN  R;-0,299;-0,368
 99; 4;OREGON;Democrat;WEAVER  J;-0,294;-0,679
 99; 5;OREGON;Republican;SMITH  D; 0,584;-0,173
 99; 1;PENNSYL;Democrat;FOGLIETTA;-0,485; 0,021
 99; 2;PENNSYL;Democrat;GRAY  W;-0,516;-0,166
 99; 3;PENNSYL;Democrat;BORSKI  R;-0,407; 0,360
 99; 4;PENNSYL;Democrat;KOLTER  J;-0,303; 0,444
 99; 5;PENNSYL;Republican;SCHULZE  R; 0,244; 0,033
 99; 6;PENNSYL;Democrat;YATRON  G;-0,157; 0,167
 99; 7;PENNSYL;Democrat;EDGAR  R;-0,396;-0,662
 99; 8;PENNSYL;Democrat;KOSTMAYER;-0,309;-0,566
 99; 9;PENNSYL;Republican;SHUSTER  B; 0,408; 0,155
 99;10;PENNSYL;Republican;MCDADE  J; 0,109;-0,259
 99;11;PENNSYL;Democrat;KANJORSKI;-0,292; 0,344
 99;12;PENNSYL;Democrat;MURTHA  J;-0,261; 0,645
 99;13;PENNSYL;Republican;COUGHLIN  L; 0,173;-0,853
 99;14;PENNSYL;Democrat;COYNE  W;-0,499; 0,058
 99;15;PENNSYL;Republican;RITTER  D; 0,240;-0,109
 99;16;PENNSYL;Republican;WALKER  R; 0,532;-0,659
 99;17;PENNSYL;Republican;GEKAS  G; 0,396;-0,420
 99;18;PENNSYL;Democrat;WALGREN  D;-0,269;-0,263
 99;19;PENNSYL;Republican;GOODLING  W; 0,301;-0,544
 99;20;PENNSYL;Democrat;GAYDOS  J;-0,246; 0,505
 99;21;PENNSYL;Republican;RIDGE  T; 0,135;-0,624
 99;22;PENNSYL;Democrat;MURPHY  A;-0,094;-0,311
 99;23;PENNSYL;Republican;CLINGER  W; 0,141;-0,230
 99; 1;RHODE I;Democrat;ST GERMAIN;-0,353; 0,009
 99; 2;RHODE I;Republican;SCHNEIDER;-0,051;-0,638
 99; 1;SOUTH C;Republican;HARTNETT  T; 0,487; 0,255
 99; 2;SOUTH C;Republican;SPENCE  F; 0,307; 0,217
 99; 3;SOUTH C;Democrat;DERRICK  B;-0,206; 0,302
 99; 4;SOUTH C;Republican;CAMPBELL  C; 0,282; 0,129
 99; 5;SOUTH C;Democrat;SPRATT  J;-0,197; 0,302
 99; 6;SOUTH C;Democrat;TALLON  R;-0,121; 0,401
 99; 1;SOUTH D;Democrat;DASCHLE;-0,201;-0,128
 99; 1;TENNESS;Republican;QUILLEN  J; 0,241; 0,218
 99; 2;TENNESS;Republican;DUNCAN  J; 0,147; 0,194
 99; 3;TENNESS;Democrat;LLOYD  M;-0,050; 0,524
 99; 4;TENNESS;Democrat;COOPER  J;-0,144; 0,221
 99; 5;TENNESS;Democrat;BONER  B;-0,224; 0,593
 99; 6;TENNESS;Democrat;GORDON;-0,234; 0,175
 99; 7;TENNESS;Republican;SUNDQUIST; 0,339;-0,179
 99; 8;TENNESS;Democrat;JONES  E;-0,270; 0,857
 99; 9;TENNESS;Democrat;FORD  H;-0,433;-0,031
 99; 1;TEXAS;Democrat;HALL  S; 0,083; 0,822
 99; 1;TEXAS;Democrat;CHAPMAN  J;-0,161; 0,761
 99; 2;TEXAS;Democrat;WILSON  C;-0,189; 0,566
 99; 3;TEXAS;Republican;BARTLETT  S; 0,447; 0,230
 99; 4;TEXAS;Democrat;HALL  R; 0,111; 0,982
 99; 5;TEXAS;Democrat;BRYANT  J;-0,329; 0,220
 99; 6;TEXAS;Republican;BARTON; 0,563; 0,195
 99; 7;TEXAS;Republican;ARCHER  B; 0,479; 0,268
 99; 8;TEXAS;Republican;FIELDS  J; 0,514;-0,180
 99; 9;TEXAS;Democrat;BROOKS  J;-0,410; 0,766
 99;10;TEXAS;Democrat;PICKLE  J;-0,221; 0,540
 99;11;TEXAS;Democrat;LEATH  M; 0,045; 0,992
 99;12;TEXAS;Democrat;WRIGHT  J;-0,444; 0,758
 99;13;TEXAS;Republican;BOULTER; 0,464; 0,016
 99;14;TEXAS;Republican;SWEENEY; 0,360; 0,354
 99;15;TEXAS;Democrat;DELAGARZA;-0,245; 0,808
 99;16;TEXAS;Democrat;COLEMAN  R;-0,366; 0,705
 99;17;TEXAS;Democrat;STENHOLM  C; 0,152; 0,961
 99;18;TEXAS;Democrat;LELAND  G;-0,604;-0,191
 99;19;TEXAS;Republican;COMBEST; 0,463; 0,689
 99;20;TEXAS;Democrat;GONZALEZ  H;-0,507; 0,565
 99;21;TEXAS;Republican;LOEFFLER  T; 0,397; 0,223
 99;22;TEXAS;Republican;DELAY; 0,653; 0,164
 99;23;TEXAS;Democrat;BUSTAMANTE;-0,392; 0,705
 99;24;TEXAS;Democrat;FROST  J;-0,313; 0,480
 99;25;TEXAS;Democrat;ANDREWS  M;-0,123; 0,432
 99;26;TEXAS;Republican;ARMEY; 0,700;-0,063
 99;27;TEXAS;Democrat;ORTIZ  S;-0,265; 0,797
 99; 1;UTAH;Republican;HANSEN  J; 0,517; 0,207
 99; 2;UTAH;Republican;MONSON; 0,559;-0,399
 99; 3;UTAH;Republican;NIELSON  H; 0,493; 0,206
 99; 1;VERMONT;Republican;JEFFORDS  J;-0,035;-0,562
 99; 1;VIRGINI;Republican;BATEMAN  H; 0,222; 0,269
 99; 2;VIRGINI;Republican;WHITEHURST; 0,249; 0,027
 99; 3;VIRGINI;Republican;BLILEY  T; 0,344;-0,120
 99; 4;VIRGINI;Democrat;SISISKY  N;-0,120; 0,581
 99; 5;VIRGINI;Democrat;DANIEL  D C; 0,156; 0,956
 99; 6;VIRGINI;Democrat;OLIN  J;-0,098; 0,066
 99; 7;VIRGINI;Republican;SLAUGHTER; 0,363;-0,135
 99; 8;VIRGINI;Republican;PARRIS  S; 0,264;-0,201
 99; 9;VIRGINI;Democrat;BOUCHER  F;-0,314; 0,195
 99;10;VIRGINI;Republican;WOLF  F; 0,249;-0,206
 99; 1;WASHING;Republican;MILLER  J; 0,151;-0,421
 99; 2;WASHING;Democrat;SWIFT  A;-0,415; 0,141
 99; 3;WASHING;Democrat;BONKER  D;-0,335;-0,040
 99; 4;WASHING;Republican;MORRISON  S; 0,144;-0,122
 99; 5;WASHING;Democrat;FOLEY  T;-0,381; 0,345
 99; 6;WASHING;Democrat;DICKS  D;-0,302; 0,208
 99; 7;WASHING;Democrat;LOWRY  M;-0,427;-0,633
 99; 8;WASHING;Republican;CHANDLER  R; 0,199;-0,509
 99; 1;WEST VI;Democrat;MOLLOHAN A;-0,290; 0,794
 99; 2;WEST VI;Democrat;STAGGERS  H;-0,338; 0,230
 99; 3;WEST VI;Democrat;WISE  B;-0,325; 0,242
 99; 4;WEST VI;Democrat;RAHALL  N;-0,320; 0,349
 99; 1;WISCONS;Democrat;ASPIN  L;-0,302; 0,069
 99; 2;WISCONS;Democrat;KASTENMEIER;-0,501;-0,583
 99; 3;WISCONS;Republican;GUNDERSON; 0,196;-0,307
 99; 4;WISCONS;Democrat;KLECZKA  G;-0,298;-0,015
 99; 5;WISCONS;Democrat;MOODY  J;-0,372;-0,496
 99; 6;WISCONS;Republican;PETRI  T; 0,258;-0,027
 99; 7;WISCONS;Democrat;OBEY  D;-0,451;-0,024
 99; 8;WISCONS;Republican;ROTH  T; 0,303;-0,182
 99; 9;WISCONS;Republican;SENSENBRENN; 0,593;-0,548
 99; 1;WYOMING;Republican;CHENEY  R; 0,549;-0,033
100; 0;USA;Republican;REAGAN; 0,741;-0,616
100; 1;ALABAMA;Republican;CALLAHAN; 0,360; 0,267
100; 2;ALABAMA;Republican;DICKINSON; 0,360;-0,284
100; 3;ALABAMA;Democrat;NICHOLS  B;-0,039; 0,916
100; 4;ALABAMA;Democrat;BEVILL  T;-0,207; 0,980
100; 5;ALABAMA;Democrat;FLIPPO  R;-0,159; 0,918
100; 6;ALABAMA;Democrat;ERDREICH  B;-0,065; 0,441
100; 7;ALABAMA;Democrat;HARRIS  C;-0,087; 0,663
100; 1;ALASKA;Republican;YOUNG  D; 0,260; 0,087
100; 1;ARIZONA;Republican;RHODES  J; 0,396;-0,187
100; 2;ARIZONA;Democrat;UDALL  M;-0,390; 0,054
100; 3;ARIZONA;Republican;STUMP  B; 0,733; 0,259
100; 4;ARIZONA;Republican;KYL  J; 0,545;-0,248
100; 5;ARIZONA;Republican;KOLBE  J; 0,316;-0,526
100; 1;ARKANSA;Democrat;ALEXANDER;-0,449; 0,869
100; 2;ARKANSA;Democrat;ROBINSON  T;-0,019; 0,526
100; 3;ARKANSA;Republican;HAMMERSCHMI; 0,287; 0,330
100; 4;ARKANSA;Democrat;ANTHONY  B;-0,261; 0,546
100; 1;CALIFOR;Democrat;BOSCO  D;-0,272; 0,045
100; 2;CALIFOR;Republican;HERGER  W; 0,566; 0,201
100; 3;CALIFOR;Democrat;MATSUI  R;-0,413; 0,049
100; 4;CALIFOR;Democrat;FAZIO  V;-0,456; 0,439
100; 5;CALIFOR;Democrat;PELOSI N;-0,579;-0,383
100; 6;CALIFOR;Democrat;BOXER  B;-0,478;-0,383
100; 7;CALIFOR;Democrat;MILLER  G;-0,532;-0,490
100; 8;CALIFOR;Democrat;DELLUMS  R;-0,637;-0,654
100; 9;CALIFOR;Democrat;STARK  F;-0,623;-0,551
100;10;CALIFOR;Democrat;EDWARDS  D;-0,579;-0,364
100;11;CALIFOR;Democrat;LANTOS  T;-0,356; 0,111
100;12;CALIFOR;Republican;KONNYU  E; 0,352;-0,310
100;13;CALIFOR;Democrat;MINETA  N;-0,490; 0,057
100;14;CALIFOR;Republican;SHUMWAY  N; 0,593; 0,736
100;15;CALIFOR;Democrat;COELHO  A;-0,433; 0,440
100;16;CALIFOR;Democrat;PANETTA  L;-0,280;-0,182
100;17;CALIFOR;Republican;PASHAYAN  C; 0,240;-0,340
100;18;CALIFOR;Democrat;LEHMAN  R;-0,296; 0,024
100;19;CALIFOR;Republican;LAGOMARSINO; 0,367;-0,319
100;20;CALIFOR;Republican;THOMAS  W; 0,361;-0,254
100;21;CALIFOR;Republican;GALLEGLY  E; 0,420;-0,194
100;22;CALIFOR;Republican;MOORHEAD  C; 0,468;-0,135
100;23;CALIFOR;Democrat;BEILENSON;-0,436;-0,587
100;24;CALIFOR;Democrat;WAXMAN  H;-0,481;-0,314
100;25;CALIFOR;Democrat;ROYBAL  E;-0,600;-0,049
100;26;CALIFOR;Democrat;BERMAN  H;-0,437;-0,353
100;27;CALIFOR;Democrat;LEVINE  M;-0,445;-0,137
100;28;CALIFOR;Democrat;DIXON  J;-0,464;-0,045
100;29;CALIFOR;Democrat;HAWKINS  A;-0,412;-0,668
100;30;CALIFOR;Democrat;MARTINEZ  M;-0,378; 0,188
100;31;CALIFOR;Democrat;DYMALLY  M;-0,690;-0,008
100;32;CALIFOR;Democrat;ANDERSON  G;-0,236; 0,005
100;33;CALIFOR;Republican;DREIER  D; 0,560;-0,007
100;34;CALIFOR;Democrat;TORRES  E;-0,488; 0,057
100;35;CALIFOR;Republican;LEWIS  J; 0,347;-0,083
100;36;CALIFOR;Democrat;BROWN  G;-0,501; 0,082
100;37;CALIFOR;Republican;MCCANDLESS; 0,469;-0,207
100;38;CALIFOR;Republican;DORNAN  R; 0,460;-0,079
100;39;CALIFOR;Republican;DANNEMEYER; 0,689;-0,238
100;40;CALIFOR;Republican;BADHAM  R; 0,562;-0,092
100;41;CALIFOR;Republican;LOWERY  B; 0,309;-0,237
100;42;CALIFOR;Republican;LUNGREN  D; 0,603; 0,053
100;43;CALIFOR;Republican;PACKARD  R; 0,407; 0,237
100;44;CALIFOR;Democrat;BATES  J;-0,281;-0,602
100;45;CALIFOR;Republican;HUNTER  D; 0,478; 0,073
100; 1;COLORAD;Democrat;SCHROEDER;-0,283;-1,021
100; 2;COLORAD;Democrat;SKAGGS  D;-0,284;-0,150
100; 3;COLORAD;Democrat;CAMPBELL  B;-0,127; 0,107
100; 4;COLORAD;Republican;BROWN  H; 0,439;-0,724
100; 5;COLORAD;Republican;HEFLEY  J; 0,452;-0,128
100; 6;COLORAD;Republican;SCHAEFER  D; 0,460;-0,159
100; 1;CONNECT;Democrat;KENNELLY  B;-0,340;-0,087
100; 2;CONNECT;Democrat;GEJDENSON;-0,400;-0,662
100; 3;CONNECT;Democrat;MORRISON  B;-0,404;-0,535
100; 4;CONNECT;Republican;MCKINNEY  S;-0,096;-0,603
100; 4;CONNECT;Republican;SHAYS  C; 0,060;-0,984
100; 5;CONNECT;Republican;ROWLAND  G; 0,148;-0,321
100; 6;CONNECT;Republican;JOHNSON  N; 0,065;-0,308
100; 1;DELAWAR;Democrat;CARPER  T;-0,134;-0,191
100; 1;FLORIDA;Democrat;HUTTO  E; 0,008; 0,861
100; 2;FLORIDA;Democrat;GRANT  B;-0,210; 0,977
100; 3;FLORIDA;Democrat;BENNETT  C;-0,083; 0,193
100; 4;FLORIDA;Democrat;CHAPPELL  B;-0,171; 0,959
100; 5;FLORIDA;Republican;MCCOLLUM  B; 0,355;-0,028
100; 6;FLORIDA;Democrat;MACKAY  B;-0,132;-0,079
100; 7;FLORIDA;Democrat;GIBBONS  S;-0,263; 0,200
100; 8;FLORIDA;Republican;YOUNG  C; 0,345;-0,060
100; 9;FLORIDA;Republican;BILIRAKIS; 0,355;-0,292
100;10;FLORIDA;Republican;IRELAND  A; 0,411;-0,272
100;11;FLORIDA;Democrat;NELSON  C;-0,118; 0,449
100;12;FLORIDA;Republican;LEWIS  T; 0,345;-0,292
100;13;FLORIDA;Republican;MACK  C; 0,511;-0,396
